"fl_id,""eta"",""etd"",""landing"",""airborne"",""checkin_open"",""seat_f"",""seat_j"",""seat_y"",""book_load_f"",""book_load_j"",""book_load_y"",""final_f"",""final_j"",""final_y"",""final_a"",""final_c"",""final_i"",""bag_pcs"",""bag_kg"",""counter_no"",""counter_island"",""controller_id"",""supervisor_id"",""checkin_total_staff_deploy"",""checkin_closed"",""boardingstart"",""gate_f"",""gate_j"",""gate_y"",""gate_a"",""gate_c"",""gate_i"",""gate_staff_deploy"",""gate_no"",""boarding_finish"",""chock_on"",""chock_off"",""pax_door_open"",""pax_door_close"",""cargo_door_open"",""cargo_door_close"",""unloading_start"",""unloading_finish"",""loading_start"",""loading_finish"""
"157,""2025-09-29 07:59:00.000"",""2025-09-29 08:47:00.000"",""2025-09-29 07:59:00.000"",""2025-09-29 08:47:00.000"",""2025-09-29 05:45:00.000"","""",""10"",""144"","""",""6"",""106"","""",""6"",""105"",""103"",""8"",""3"",""120"",""1521"",""5"",""C"",""2209021"",""2209022"",""6"",""2025-09-29 08:00:00.000"",""2025-09-29 08:24:00.000"","""",""6"",""105"",""103"",""8"",""3"",""7"",""4"",""2025-09-29 08:45:00.000"",""2025-09-29 07:59:00.000"",""2025-09-29 08:47:00.000"",""2025-09-29 08:00:00.000"",""2025-09-29 08:45:00.000"",""2025-09-29 08:01:00.000"",""2025-09-29 08:41:00.000"",""2025-09-29 08:03:00.000"",""2025-09-29 08:15:00.000"",""2025-09-29 08:16:00.000"",""2025-09-29 08:40:00.000"""
"158,""2025-09-29 07:27:00.000"",""2025-09-29 08:35:00.000"",""2025-09-29 07:30:00.000"",""2025-09-29 08:35:00.000"",""2025-09-29 05:35:00.000"",""0"",""0"",""236"",""0"",""0"",""122"",""0"",""0"",""117"",""115"",""1"",""1"",""91"",""1544"",""5"",""C20 - 24"",""2302233"",""9514889"",""5"",""2025-09-29 07:35:00.000"",""2025-09-29 07:45:00.000"",""0"",""0"",""117"",""115"",""1"",""1"",""3"",""5"",""2025-09-29 08:06:00.000"",""2025-09-29 07:36:00.000"",""2025-09-29 08:22:00.000"",""2025-09-29 07:38:00.000"",""2025-09-29 08:18:00.000"",""2025-09-29 07:33:00.000"",""2025-09-29 08:10:00.000"",""2025-09-29 07:35:00.000"",""2025-09-29 07:43:00.000"",""2025-09-29 07:44:00.000"",""2025-09-29 08:00:00.000"""
"159,""2025-09-29 08:05:00.000"",""2025-09-29 08:55:00.000"",""2025-09-29 07:36:00.000"",""2025-09-29 08:54:00.000"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2025-09-29 07:43:00.000"",""2025-09-29 08:34:00.000"",""2025-09-29 07:44:00.000"",""2025-09-29 08:28:00.000"",""2025-09-29 07:44:00.000"",""2025-09-29 08:27:00.000"",""2025-09-29 07:45:00.000"",""2025-09-29 07:50:00.000"",""2025-09-29 07:51:00.000"",""2025-09-29 08:10:00.000"""
"160,""2025-09-29 07:55:00.000"",""2025-09-29 08:35:00.000"",""2025-09-29 07:55:00.000"",""2025-09-29 09:08:00.000"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2025-09-29 07:59:00.000"",""2025-09-29 08:35:00.000"",""2025-09-29 08:01:00.000"",""2025-09-29 08:33:00.000"",""2025-09-29 07:59:00.000"",""2025-09-29 08:32:00.000"",""2025-09-29 08:00:00.000"",""2025-09-29 08:14:00.000"",""2025-09-29 08:14:00.000"",""2025-09-29 08:31:00.000"""
"161,""2025-09-29 09:40:00.000"",""2025-09-29 10:50:00.000"",""2025-09-29 09:15:00.000"",""2025-09-29 10:55:00.000"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2025-09-29 09:20:00.000"",""2025-09-29 10:43:00.000"",""2025-09-29 09:21:00.000"",""2025-09-29 10:38:00.000"",""2025-09-29 09:21:00.000"",""2025-09-29 10:38:00.000"",""2025-09-29 09:22:00.000"",""2025-09-29 09:40:00.000"",""2025-09-29 09:40:00.000"",""2025-09-29 10:36:00.000"""
"162,""2025-09-29 01:17:00.000"",""2025-09-29 08:20:00.000"",""2025-09-29 01:04:00.000"",""2025-09-29 08:17:00.000"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2025-09-29 01:09:00.000"",""2025-09-29 08:16:00.000"",""2025-09-29 01:11:00.000"",""2025-09-29 08:08:00.000"",""2025-09-29 01:10:00.000"",""2025-09-29 08:14:00.000"",""2025-09-29 01:11:00.000"",""2025-09-29 01:21:00.000"",""2025-09-29 07:38:00.000"",""2025-09-29 08:13:00.000"""
"163,""2025-09-28 17:49:00.000"",""2025-09-29 08:04:00.000"",""2025-09-28 17:44:00.000"",""2025-09-29 08:20:00.000"",""2025-09-29 05:00:00.000"",""0"",""40"",""293"",""0"",""11"",""230"",""0"",""11"",""227"",""232"",""5"",""1"",""227"",""3459"",""6"",""6"",""1910042"",""1111038"",""6"",""2025-09-29 08:30:00.000"",""2025-09-29 07:40:00.000"",""0"",""11"",""226"",""232"",""5"",""1"",""4"",""6"",""2025-09-29 08:00:00.000"",""2025-09-28 17:49:00.000"",""2025-09-29 08:04:00.000"",""2025-09-28 17:52:00.000"",""2025-09-29 08:02:00.000"",""2025-09-28 17:50:00.000"",""2025-09-29 07:55:00.000"",""2025-09-28 17:52:00.000"",""2025-09-28 18:20:00.000"",""2025-09-29 07:00:00.000"",""2025-09-29 07:50:00.000"""
"164,""2025-09-28 19:43:00.000"",""2025-09-29 08:10:00.000"",""2025-09-28 19:49:00.000"",""2025-09-29 08:25:00.000"",""2025-09-29 05:00:00.000"",""0"",""42"",""396"",""0"",""14"",""228"",""0"",""14"",""230"",""236"",""4"",""2"",""204"",""3312"",""8"",""A"",""1712285"",""1103019"",""10"",""2025-09-29 17:10:00.000"",""2025-09-29 07:29:00.000"",""0"",""14"",""226"",""220"",""4"",""2"",""3"",""1B"",""2025-09-29 07:44:00.000"",""2025-09-28 20:04:00.000"",""2025-09-29 08:09:00.000"",""2025-09-28 20:06:00.000"",""2025-09-29 08:05:00.000"",""2025-09-28 20:06:00.000"",""2025-09-29 08:04:00.000"",""2025-09-28 20:08:00.000"",""2025-09-28 20:45:00.000"",""2025-09-29 07:14:00.000"",""2025-09-29 08:00:00.000"""
"165,""2025-09-29 07:08:00.000"",""2025-09-29 08:05:00.000"",""2025-09-29 06:58:00.000"",""2025-09-29 08:21:00.000"",""2025-09-29 05:05:00.000"",""4"",""48"",""212"",""0"",""39"",""206"",""0"",""40"",""201"",""217"",""24"",""2"",""198"",""2810"",""12"",""C"",""1609679"",""2603004"",""17"",""2025-09-29 07:05:00.000"",""2025-09-29 07:35:00.000"",""0"",""40"",""201"",""216"",""25"",""2"",""6"",""9"",""2025-09-29 07:50:00.000"",""2025-09-29 07:07:00.000"",""2025-09-29 08:07:00.000"",""2025-09-29 07:10:00.000"",""2025-09-29 07:55:00.000"",""2025-09-29 07:09:00.000"",""2025-09-29 07:47:00.000"",""2025-09-29 07:11:00.000"",""2025-09-29 07:24:00.000"",""2025-09-29 07:25:00.000"",""2025-09-29 07:42:00.000"""
"166,""2025-09-29 08:30:00.000"",""2025-09-29 09:20:00.000"",""2025-09-29 09:01:00.000"",""2025-09-29 10:07:00.000"",""2025-09-29 06:00:00.000"",""0"",""0"",""174"",""0"",""0"",""161"",""0"",""0"",""151"",""139"",""11"",""1"",""111"",""1293"",""4"",""e"",""2405350"",""2405350"",""4"",""2025-09-29 08:20:00.000"",""2025-09-29 09:31:00.000"",""0"",""0"",""151"",""139"",""11"",""1"",""5"",""3"",""2025-09-29 09:45:00.000"",""2025-09-29 09:11:00.000"",""2025-09-29 09:52:00.000"",""2025-09-29 09:13:00.000"",""2025-09-29 09:46:00.000"",""2025-09-29 09:13:00.000"",""2025-09-29 09:47:00.000"",""2025-09-29 09:14:00.000"",""2025-09-29 09:22:00.000"",""2025-09-29 09:23:00.000"",""2025-09-29 09:44:00.000"""
"167,""2025-09-28 19:20:00.000"",""2025-09-29 07:35:00.000"",""2025-09-28 18:55:00.000"",""2025-09-29 07:35:00.000"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2025-09-28 19:03:00.000"",""2025-09-29 07:18:00.000"",""2025-09-28 19:04:00.000"",""2025-09-29 07:17:00.000"",""2025-09-28 19:04:00.000"",""2025-09-29 07:17:00.000"",""2025-09-28 19:05:00.000"",""2025-09-28 19:16:00.000"",""2025-09-29 06:55:00.000"",""2025-09-29 07:00:00.000"""
"168,""2025-09-29 00:05:00.000"",""2025-09-29 07:15:00.000"",""2025-09-29 00:10:00.000"",""2025-09-29 07:14:00.000"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2025-09-29 00:14:00.000"",""2025-09-29 06:59:00.000"",""2025-09-29 00:15:00.000"",""2025-09-29 06:55:00.000"",""2025-09-29 00:15:00.000"",""2025-09-29 06:54:00.000"",""2025-09-29 00:17:00.000"",""2025-09-29 00:35:00.000"",""2025-09-29 06:10:00.000"",""2025-09-29 06:44:00.000"""
"169,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"170,""2025-09-29 07:06:00.000"",""2025-09-29 08:00:00.000"",""2025-09-29 07:14:00.000"",""2025-09-29 08:31:00.000"",""2025-09-29 04:10:00.000"",""0"",""36"",""301"",""0"",""28"",""283"",""0"",""28"",""278"",""300"",""6"",""4"",""298"",""5345"",""9"",""C"",""905009"",""1109018"",""11"",""2025-09-29 06:55:00.000"",""2025-09-29 07:50:00.000"","""",""28"",""278"","""","""",""4"",""4"",""4"",""2025-09-29 08:08:00.000"",""2025-09-29 07:18:00.000"",""2025-09-29 08:17:00.000"",""2025-09-29 07:20:00.000"",""2025-09-29 08:15:00.000"",""2025-09-29 07:21:00.000"",""2025-09-29 08:11:00.000"",""2025-09-29 07:23:00.000"",""2025-09-29 07:31:00.000"",""2025-09-29 07:31:00.000"",""2025-09-29 07:47:00.000"""
"171,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"172,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2025-09-29 06:34:00.000"","""","""",""2025-09-29 06:17:00.000"",""2025-09-29 06:32:00.000"""
"173,""2025-09-29 04:37:00.000"",""2025-09-29 07:00:00.000"",""2025-09-29 04:38:00.000"",""2025-09-29 07:23:00.000"",""2025-09-29 03:45:00.000"",""0"",""42"",""198"",""0"",""36"",""191"",""0"",""36"",""189"",""212"",""10"",""3"",""271"",""4352"",""12"",""B"",""2008432"",""1704403"",""19"",""2025-09-29 06:30:00.000"",""2025-09-29 06:30:00.000"",""0"",""35"",""187"",""212"",""10"",""3"",""5"",""6"",""2025-09-29 06:44:00.000"",""2025-09-29 04:52:00.000"",""2025-09-29 07:06:00.000"",""2025-09-29 04:56:00.000"",""2025-09-29 06:56:00.000"",""2025-09-29 04:54:00.000"",""2025-09-29 06:48:00.000"",""2025-09-29 04:57:00.000"",""2025-09-29 05:17:00.000"",""2025-09-29 05:18:00.000"",""2025-09-29 06:45:00.000"""
"174,""2025-09-28 20:55:00.000"",""2025-09-29 06:45:00.000"",""2025-09-28 21:05:00.000"",""2025-09-29 06:58:00.000"",""2025-09-29 04:00:00.000"",""0"",""0"",""95"",""0"",""0"",""91"",""0"",""0"",""89"",""83"",""5"",""1"",""65"",""736"",""4"",""E14-18"",""2406361"",""1107027"",""5"",""2025-09-29 06:15:00.000"",""2025-09-29 06:07:00.000"",""0"",""0"",""89"",""88"",""1"",""0"",""4"",""26"",""2025-09-29 06:32:00.000"",""2025-09-28 21:14:00.000"",""2025-09-29 06:39:00.000"",""2025-09-28 21:16:00.000"",""2025-09-29 06:34:00.000"",""2025-09-28 21:15:00.000"",""2025-09-29 06:34:00.000"",""2025-09-28 21:17:00.000"",""2025-09-28 21:24:00.000"",""2025-09-29 05:50:00.000"",""2025-09-29 06:20:00.000"""
"175,""2025-09-28 22:30:00.000"",""2025-09-29 06:25:00.000"",""2025-09-28 22:30:00.000"",""2025-09-29 07:46:00.000"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2025-09-28 22:35:00.000"",""2025-09-29 07:27:00.000"",""2025-09-28 22:37:00.000"",""2025-09-29 07:23:00.000"",""2025-09-28 22:35:00.000"",""2025-09-29 07:22:00.000"",""2025-09-28 22:36:00.000"",""2025-09-28 22:50:00.000"",""2025-09-29 05:22:00.000"",""2025-09-29 06:54:00.000"""
"176,""2025-09-28 21:40:00.000"",""2025-09-29 06:25:00.000"",""2025-09-28 21:40:00.000"",""2025-09-29 06:25:00.000"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2025-09-28 21:50:00.000"",""2025-09-29 06:15:00.000"",""2025-09-28 21:52:00.000"",""2025-09-29 06:10:00.000"",""2025-09-28 21:52:00.000"",""2025-09-29 06:10:00.000"",""2025-09-28 21:54:00.000"",""2025-09-28 22:04:00.000"",""2025-09-29 05:30:00.000"",""2025-09-29 05:50:00.000"""
"177,""2025-09-28 21:40:00.000"",""2025-09-29 06:05:00.000"",""2025-09-28 21:42:00.000"",""2025-09-29 06:19:00.000"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2025-09-28 21:56:00.000"",""2025-09-29 06:05:00.000"",""2025-09-28 21:58:00.000"",""2025-09-29 05:53:00.000"",""2025-09-28 21:57:00.000"",""2025-09-29 05:55:00.000"",""2025-09-28 21:58:00.000"",""2025-09-28 22:18:00.000"",""2025-09-29 05:12:00.000"",""2025-09-29 05:50:00.000"""
"178,""2025-09-28 19:19:00.000"",""2025-09-29 07:03:00.000"",""2025-09-28 19:19:00.000"",""2025-09-29 07:03:00.000"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2025-09-28 19:29:00.000"",""2025-09-29 07:03:00.000"",""2025-09-28 19:31:00.000"",""2025-09-29 07:02:00.000"",""2025-09-28 19:31:00.000"",""2025-09-29 07:01:00.000"",""2025-09-28 19:33:00.000"",""2025-09-28 19:43:00.000"",""2025-09-29 06:35:00.000"",""2025-09-29 07:00:00.000"""
"179,""2025-09-28 23:25:00.000"",""2025-09-29 06:10:00.000"",""2025-09-28 23:29:00.000"",""2025-09-29 06:31:00.000"",""2025-09-29 03:25:00.000"",""0"",""40"",""206"",""0"",""20"",""207"",""0"",""19"",""205"",""213"",""11"",""0"",""285"",""4690"",""12"",""B"",""2008432"",""1208337"",""20"",""2025-09-29 05:40:00.000"",""2025-09-29 05:42:00.000"",""0"",""19"",""205"",""213"",""11"",""0"",""5"",""2B"",""2025-09-29 05:56:00.000"",""2025-09-28 23:45:00.000"",""2025-09-29 06:13:00.000"",""2025-09-28 23:48:00.000"",""2025-09-29 06:07:00.000"",""2025-09-28 23:46:00.000"",""2025-09-29 06:01:00.000"",""2025-09-28 23:47:00.000"",""2025-09-29 00:15:00.000"",""2025-09-29 05:05:00.000"",""2025-09-29 05:47:00.000"""
"180,""2025-09-29 05:00:00.000"",""2025-09-29 06:00:00.000"",""2025-09-29 04:53:00.000"",""2025-09-29 06:22:00.000"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2025-09-29 05:03:00.000"",""2025-09-29 06:12:00.000"",""2025-09-29 05:05:00.000"",""2025-09-29 06:10:00.000"",""2025-09-29 05:03:00.000"",""2025-09-29 05:58:00.000"",""2025-09-29 05:05:00.000"",""2025-09-29 05:31:00.000"",""2025-09-29 05:31:00.000"",""2025-09-29 05:57:00.000"""
"181,""2025-09-28 17:00:00.000"",""2025-09-29 06:00:00.000"",""2025-09-28 17:23:00.000"",""2025-09-29 06:00:00.000"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2025-09-28 17:33:00.000"",""2025-09-29 05:50:00.000"",""2025-09-28 17:35:00.000"",""2025-09-29 05:49:00.000"",""2025-09-28 17:34:00.000"",""2025-09-29 05:36:00.000"",""2025-09-28 17:35:00.000"",""2025-09-28 17:52:00.000"",""2025-09-29 05:05:00.000"",""2025-09-29 05:35:00.000"""
"182,""2025-09-28 19:10:00.000"",""2025-09-29 05:30:00.000"",""2025-09-28 19:20:00.000"",""2025-09-29 05:50:00.000"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2025-09-28 19:35:00.000"",""2025-09-29 05:38:00.000"",""2025-09-28 19:38:00.000"",""2025-09-29 05:35:00.000"",""2025-09-28 19:36:00.000"",""2025-09-29 05:29:00.000"",""2025-09-28 19:37:00.000"",""2025-09-28 19:44:00.000"",""2025-09-29 04:46:00.000"",""2025-09-29 05:27:00.000"""
"183,""2025-09-28 18:00:00.000"",""2025-09-29 05:00:00.000"",""2025-09-28 17:45:00.000"",""2025-09-29 06:11:00.000"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2025-09-28 17:51:00.000"",""2025-09-29 05:59:00.000"",""2025-09-28 17:53:00.000"",""2025-09-29 05:58:00.000"",""2025-09-28 17:53:00.000"",""2025-09-29 05:55:00.000"",""2025-09-28 17:55:00.000"",""2025-09-28 18:10:00.000"",""2025-09-29 04:44:00.000"",""2025-09-29 05:23:00.000"""
"184,""2025-09-28 23:25:00.000"",""2025-09-29 05:25:00.000"",""2025-09-28 23:13:00.000"",""2025-09-29 05:35:00.000"",""2025-09-29 02:25:00.000"",""0"",""40"",""224"",""0"",""17"",""215"",""0"",""15"",""213"",""211"",""16"",""1"",""196"",""2859"",""12"",""C"",""2408001"",""2603004"",""17"",""2025-09-29 04:25:00.000"",""2025-09-29 04:48:00.000"",""0"",""15"",""212"",""210"",""17"",""1"",""6"",""7"",""2025-09-29 05:01:00.000"",""2025-09-28 23:29:00.000"",""2025-09-29 05:16:00.000"",""2025-09-28 23:32:00.000"",""2025-09-29 05:13:00.000"",""2025-09-28 23:34:00.000"",""2025-09-29 05:10:00.000"",""2025-09-28 23:38:00.000"",""2025-09-29 00:35:00.000"",""2025-09-29 04:15:00.000"",""2025-09-29 04:50:00.000"""
"185,""2025-09-29 00:30:00.000"",""2025-09-29 05:15:00.000"",""2025-09-29 00:29:00.000"",""2025-09-29 05:19:00.000"",""2025-09-29 02:30:00.000"",""0"",""0"",""195"",""0"",""0"",""175"",""0"",""0"",""177"",""168"",""6"",""4"",""160"",""1832"",""4"",""e"",""2405350"",""1107027"",""4"",""2025-09-29 04:20:00.000"",""2025-09-29 04:42:00.000"",""0"",""0"",""177"",""168"",""6"",""4"",""5"",""5"",""2025-09-29 04:59:00.000"",""2025-09-28 00:45:00.000"",""2025-09-29 05:00:00.000"",""2025-09-29 00:47:00.000"",""2025-09-29 05:00:00.000"",""2025-09-29 00:47:00.000"",""2025-09-29 05:00:00.000"",""2025-09-29 00:48:00.000"",""2025-09-29 00:58:00.000"",""2025-09-29 04:15:00.000"",""2025-09-29 04:45:00.000"""
"186,""2025-09-29 00:00:00.000"",""2025-09-29 05:00:00.000"",""2025-09-29 00:04:00.000"",""2025-09-29 05:03:00.000"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2025-09-29 00:12:00.000"",""2025-09-29 04:51:00.000"",""2025-09-29 00:14:00.000"",""2025-09-29 04:49:00.000"",""2025-09-29 00:13:00.000"",""2025-09-29 04:47:00.000"",""2025-09-29 00:14:00.000"",""2025-09-29 00:36:00.000"",""2025-09-29 04:00:00.000"",""2025-09-29 04:45:00.000"""
"187,""2025-09-28 13:31:00.000"",""2025-09-29 05:00:00.000"",""2025-09-28 13:25:00.000"",""2025-09-29 05:20:00.000"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2025-09-28 13:31:00.000"",""2025-09-29 05:00:00.000"",""2025-09-28 13:33:00.000"",""2025-09-29 04:55:00.000"",""2025-09-28 13:34:00.000"",""2025-09-29 04:49:00.000"",""2025-09-28 13:37:00.000"",""2025-09-28 13:50:00.000"",""2025-09-29 04:45:00.000"",""2025-09-29 04:47:00.000"""
"188,""2025-09-27 20:00:00.000"",""2025-09-29 06:00:00.000"",""2025-09-27 20:01:00.000"",""2025-09-29 06:03:00.000"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2025-09-27 20:10:00.000"",""2025-09-29 05:48:00.000"",""2025-09-27 20:12:00.000"",""2025-09-29 05:42:00.000"",""2025-09-27 20:13:00.000"",""2025-09-29 05:36:00.000"",""2025-09-27 20:14:00.000"",""2025-09-27 20:14:00.000"",""2025-09-29 05:35:00.000"",""2025-09-29 05:35:00.000"""
"189,""2025-09-28 23:15:00.000"",""2025-09-29 05:00:00.000"",""2025-09-28 23:10:00.000"",""2025-09-29 05:06:00.000"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2025-09-28 23:14:00.000"",""2025-09-29 04:55:00.000"",""2025-09-28 23:16:00.000"",""2025-09-29 04:48:00.000"",""2025-09-28 23:14:00.000"",""2025-09-29 04:46:00.000"",""2025-09-28 23:15:00.000"",""2025-09-28 23:25:00.000"",""2025-09-29 04:12:00.000"",""2025-09-29 04:45:00.000"""
"190,""2025-09-29 00:12:00.000"",""2025-09-29 05:00:00.000"",""2025-09-29 00:10:00.000"",""2025-09-29 05:13:00.000"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2025-09-28 00:15:00.000"",""2025-09-29 05:00:00.000"",""2025-09-29 00:17:00.000"",""2025-09-29 04:48:00.000"",""2025-09-29 00:17:00.000"",""2025-09-29 04:51:00.000"",""2025-09-29 00:18:00.000"",""2025-09-29 00:28:00.000"",""2025-09-29 04:17:00.000"",""2025-09-29 04:33:00.000"""
"191,""2025-09-28 18:11:00.000"",""2025-09-29 04:15:00.000"",""2025-09-28 18:20:00.000"",""2025-09-29 04:15:00.000"",""2025-09-29 02:00:00.000"","""","""",""175"","""","""",""79"","""","""",""76"",""70"",""6"",""0"",""99"",""1190"",""3"",""1-Feb"",""2203285"",""2205373"",""6"",""2025-09-29 03:45:00.000"",""2025-09-29 03:28:00.000"","""","""",""76"",""70"",""6"",""0"",""3"",""A5"",""2025-09-29 03:48:00.000"",""2025-09-28 18:30:00.000"",""2025-09-29 04:03:00.000"",""2025-09-28 18:31:00.000"",""2025-09-29 04:00:00.000"",""2025-09-28 18:32:00.000"",""2025-09-29 03:35:00.000"",""2025-09-28 18:34:00.000"",""2025-09-28 18:49:00.000"",""2025-09-29 02:30:00.000"",""2025-09-29 03:25:00.000"""
"192,""2025-09-28 23:05:00.000"",""2025-09-29 04:15:00.000"",""2025-09-28 22:45:00.000"",""2025-09-29 04:22:00.000"",""2025-09-29 01:15:00.000"",""0"",""12"",""162"",""0"",""5"",""160"",""0"",""5"",""158"",""160"",""3"",""1"",""149"",""1976"",""4"",""C10-C13"",""1912455"",""1912453"",""5"",""2025-09-29 05:13:00.000"",""2025-09-29 03:45:00.000"",""0"",""6"",""162"",""166"",""2"",""0"",""3"",""3"",""2025-09-29 04:00:00.000"",""2025-09-28 22:49:00.000"",""2025-09-29 04:09:00.000"",""2025-09-28 22:51:00.000"",""2025-09-29 04:07:00.000"",""2025-09-28 22:51:00.000"",""2025-09-29 04:00:00.000"",""2025-09-28 22:52:00.000"",""2025-09-28 23:12:00.000"",""2025-09-29 03:05:00.000"",""2025-09-29 03:58:00.000"""
